bridge_id,bridge_name,road_name,condition,total_wait_time
312,Box culvertt,N1,B,0.0
313,Bridge start,N1,A,0.0
314,Bridge end,N1,A,0.0
316,Box culvert,N1,B,0.0
319,Box Culvert,N1,B,0.0
325,Box culvert,N1,A,0.0
328,Box culvert,N1,A,0.0
332,Box culvert,N1,A,0.0
333,Box culvert,N1,A,0.0
338,Bridge start,N1,A,0.0
339,Bridge end,N1,A,0.0
347,Bridge start,N1,C,3593.25563797738
348,Bridge end,N1,C,3936.6561553194156
357,Bridge start,N1,B,0.0
358,Bridge end,N1,B,0.0
365,Bridge start,N1,A,0.0
366,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,N1,A,0.0
368,Box culvert,N1,A,0.0
373,Box culvert,N1,A,0.0
375,Km post missing / Box culvert,N1,A,0.0
376,Box culvert,N1,A,0.0
378,Box culvert,N1,A,0.0
379,Box culvert,N1,A,0.0
381,Box culvert,N1,A,0.0
382,Box culvert,N1,A,0.0
384,Box culvert,N1,A,0.0
385,Box culvert,N1,A,0.0
387,Bridge start,N1,A,0.0
388,Bridge end,N1,A,0.0
389,Box culvert,N1,A,0.0
390,Box culvert,N1,A,0.0
392,Pipe culvert,N1,A,0.0
394,Box culvert,N1,C,4022.3959371537876
397,Box culvert,N1,B,0.0
398,Box culvert,N1,B,0.0
399,Box culvert,N1,B,0.0
401,Box culvert,N1,B,0.0
403,Box Culvert,N1,A,0.0
404,Box culvert,N1,A,0.0
406,Bridge start,N1,B,0.0
408,Bridge end,N1,B,0.0
410,Box culvert,N1,A,0.0
412,Box culvert,N1,A,0.0
413,Box culvert,N1,A,0.0
415,Box culvert,N1,A,0.0
417,Bridge start,N1,A,0.0
418,Bridge end,N1,A,0.0
420,Box culvert,N1,A,0.0
422,Box culvert,N1,B,0.0
424,Box culvert,N1,B,0.0
426,Box culvert,N1,A,0.0
428,Box culvert,N1,A,0.0
429,Box culvert,N1,A,0.0
431,Box culvert,N1,C,161.6802458402304
432,Box Culvert,N1,A,0.0
434,Box culvert,N1,A,0.0
435,Box culvert,N1,A,0.0
436,Box culvert,N1,A,0.0
438,Box culvert,N1,A,0.0
440,Box culvert,N1,A,0.0
441,Box culvert,N1,A,0.0
443,Box culvert,N1,A,0.0
444,Box culvert,N1,A,0.0
447,Box culvert,N1,A,0.0
448,Box culvert,N1,A,0.0
450,Box culvert,N1,A,0.0
451,Box culvert,N1,A,0.0
453,Box culvert,N1,A,0.0
454,Box culvert,N1,A,0.0
456,Box culvert,N1,A,0.0
457,Box culvert,N1,A,0.0
459,Box culvert,N1,A,0.0
461,Box culvert,N1,A,0.0
462,Box culvert,N1,A,0.0
464,Box culvert,N1,A,0.0
465,Box culvert,N1,A,0.0
466,Bridge start,N1,A,0.0
467,Bridge end / Box culvert,N1,A,0.0
468,Box culvert,N1,A,0.0
470,Box culvert,N1,A,0.0
471,Box culvert,N1,A,0.0
473,Box culvert,N1,A,0.0
475,Box culvert,N1,A,0.0
476,Box culvert,N1,B,0.0
477,Box culvert,N1,B,0.0
478,Box culvert,N1,A,0.0
480,Box culvert,N1,C,187.11415363634723
482,Bridge start,N1,A,0.0
483,Bridge end,N1,A,0.0
485,Box culvert,N1,A,0.0
487,Bridge start,N1,A,0.0
488,Bridge end,N1,A,0.0
490,Box culvert,N1,A,0.0
491,Bridge start,N1,A,0.0
492,Bridge end,N1,A,0.0
493,Box culvert,N1,A,0.0
496,Bridge start,N1,A,0.0
497,Bridge end,N1,A,0.0
499,Box culvert,N1,A,0.0
501,Box culvert,N1,A,0.0
503,Bridge start,N1,B,0.0
504,Bridge end,N1,B,0.0
506,Bridge start,N1,A,0.0
507,Bridge end,N1,A,0.0
508,Box culvert,N1,A,0.0
509,Bridge start,N1,A,0.0
510,Bridge end,N1,A,0.0
512,Bridge start,N1,A,0.0
513,Bridge end,N1,A,0.0
514,Bridge start,N1,A,0.0
515,Bridge end,N1,A,0.0
516,Box culvert,N1,A,0.0
518,Bridge start,N1,B,0.0
519,Bridge end,N1,A,0.0
521,Box culvert,N1,A,0.0
523,Box culvert,N1,B,0.0
524,Bridge start,N1,B,0.0
525,Bridge end,N1,B,0.0
527,Box culvert,N1,A,0.0
530,Bridge start,N1,B,0.0
531,Bridge end,N1,B,0.0
534,Bridge start,N1,A,0.0
535,Bridge end,N1,A,0.0
537,Box culvert,N1,A,0.0
538,Bridge start,N1,A,0.0
539,Bridge end,N1,A,0.0
542,Bridge start,N1,B,0.0
543,Bridge end,N1,B,0.0
546,Box culvert,N1,A,0.0
550,Bridge start,N1,A,0.0
551,Bridge end,N1,A,0.0
554,Box culvert,N1,A,0.0
555,Bridge start,N1,A,0.0
556,Bridge end,N1,A,0.0
558,Box culvert,N1,A,0.0
560,Bridge start,N1,A,0.0
561,Bridge end,N1,A,0.0
567,Box culvert,N1,C,199.93010887749375
569,Bridge start,N1,A,0.0
570,Bridge end,N1,A,0.0
572,Bridge start,N1,B,0.0
573,Bridge end,N1,B,0.0
575,Bridge start,N1,B,0.0
576,Bridge end,N1,B,0.0
577,Bridge start,N1,B,0.0
578,Bridge end,N1,B,0.0
580,Shah Amanath (Karnaphuli) Bridge,N1,A,0.0
582,Bridge end,N1,A,0.0
583,Bridge start,N1,A,0.0
584,Bridge end,N1,A,0.0
588,Box culvert,N1,C,3509.7695466493324
590,Box culvert,N1,A,0.0
591,Box culvert,N1,A,0.0
593,Box culvert,N1,A,0.0
596,Box culvert,N1,A,0.0
597,Box culvert,N1,A,0.0
598,Bridge start,N1,A,0.0
600,Bridge end,N1,A,0.0
601,Box Culvert,N1,B,0.0
605,Box culvert,N1,B,0.0
607,Box culvert,N1,A,0.0
609,Box culvert,N1,A,0.0
611,Box culvert,N1,A,0.0
612,Box culvert,N1,A,0.0
613,Box culvert,N1,A,0.0
616,Box culvert,N1,A,0.0
619,Box culvert,N1,A,0.0
622,Bridge start,N1,B,0.0
623,Bridge end,N1,B,0.0
626,Slab Culvert,N1,A,0.0
630,Box culvert,N1,A,0.0
633,Bridge start,N1,B,0.0
634,Bridge end,N1,B,0.0
637,Box Culvert,N1,B,0.0
639,Box culvert,N1,A,0.0
640,Box culvert,N1,A,0.0
642,Bridge start,N1,B,0.0
643,Bridge end,N1,B,0.0
644,Box Culvert,N1,B,0.0
646,Box culvert,N1,A,0.0
647,Box culvert,N1,A,0.0
649,Box culvert,N1,A,0.0
651,Box culvert,N1,A,0.0
652,Box culvert,N1,A,0.0
654,Box culvert,N1,B,0.0
655,Bridge start,N1,B,0.0
656,Bridge end,N1,B,0.0
658,Bridge start,N1,B,0.0
659,Bridge end,N1,B,0.0
660,Box culvert,N1,A,0.0
662,Box culvert,N1,A,0.0
665,Bridge start,N1,C,5694.845841775745
666,Bridge end,N1,C,110.38544554634498
667,Bridge start,N1,C,2026.7707861990061
668,Bridge end,N1,C,4018.9102252764205
674,Box culvert,N1,B,0.0
678,Bridge start,N1,B,0.0
679,Bridge end,N1,B,0.0
681,Bridge start,N1,A,0.0
682,Bridge end,N1,A,0.0
685,Box Culvert,N1,A,0.0
686,Box Culvert,N1,A,0.0
688,Bridge start,N1,A,0.0
689,Bridge end,N1,A,0.0
690,Bridge start,N1,A,0.0
691,Bridge end,N1,A,0.0
693,Box culvert,N1,A,0.0
694,Box culvert,N1,A,0.0
696,Box culvert,N1,A,0.0
699,Box culvert,N1,A,0.0
702,Box culvert,N1,A,0.0
705,Box culvert,N1,A,0.0
707,Box culvert,N1,A,0.0
709,Bridge start,N1,A,0.0
710,Bridge end,N1,A,0.0
712,Bridge start,N1,A,0.0
713,Bridge end,N1,A,0.0
714,Box culvert,N1,A,0.0
716,Box culvert,N1,A,0.0
717,Box culvert,N1,A,0.0
719,Box culvert,N1,A,0.0
721,Box culvert,N1,A,0.0
723,Box culvert,N1,A,0.0
725,Box culvert,N1,A,0.0
726,Bridge start,N1,A,0.0
728,Bridge end,N1,A,0.0
730,Box culvert,N1,A,0.0
732,Box culvert,N1,A,0.0
734,Box culvert,N1,A,0.0
735,Box culvert,N1,A,0.0
737,Box culvert,N1,A,0.0
738,Box culvert,N1,A,0.0
739,Bridge start,N1,A,0.0
740,Bridge end,N1,A,0.0
742,Box culvert,N1,A,0.0
743,Bridge start,N1,A,0.0
744,Bridge end,N1,A,0.0
746,Bridge start,N1,A,0.0
747,Bridge end,N1,A,0.0
748,Box culvert,N1,A,0.0
749,Box culvert,N1,A,0.0
753,Box culvert,N1,A,0.0
755,Bridge start,N1,A,0.0
756,Bridge end,N1,A,0.0
757,Box culvert,N1,A,0.0
759,Box culvert,N1,A,0.0
760,Bridge start,N1,A,0.0
761,Bridge end,N1,A,0.0
763,Box culvert,N1,A,0.0
765,Box culvert,N1,A,0.0
766,Box culvert,N1,A,0.0
768,Box culvert,N1,A,0.0
769,Box culvert,N1,A,0.0
771,Box culvert,N1,A,0.0
772,Box culvert,N1,A,0.0
774,Box culvert,N1,A,0.0
775,Box culvert,N1,A,0.0
780,Box culvert,N1,A,0.0
782,Box culvert,N1,A,0.0
784,Box culvert,N1,A,0.0
786,Box culvert,N1,A,0.0
788,Bridge start,N1,A,0.0
789,Bridge end,N1,A,0.0
791,Box culvert,N1,A,0.0
792,Box culvert,N1,A,0.0
794,Box culvert,N1,A,0.0
795,Box culvert,N1,A,0.0
797,Box culvert,N1,A,0.0
800,Bridge start,N1,A,0.0
801,Bridge end,N1,A,0.0
802,Box culvert,N1,A,0.0
804,Box culvert,N1,A,0.0
807,Bridge start,N1,A,0.0
808,Bridge end,N1,A,0.0
811,Box culvert,N1,A,0.0
812,Box culvert,N1,A,0.0
814,Box culvert,N1,B,0.0
816,Box culvert,N1,A,0.0
817,Box culvert,N1,A,0.0
819,Box culvert,N1,A,0.0
821,Bridge start,N1,C,153.50530936040838
822,Bridge end,N1,C,79.74166745624767
828,Box culvert,N1,A,0.0
830,Box culvert,N1,A,0.0
831,Box culvert,N1,A,0.0
832,Bridge start,N1,A,0.0
833,Bridge end,N1,A,0.0
835,Box culvert,N1,A,0.0
838,Pipe Culvert,N1,A,0.0
840,Box culvert,N1,A,0.0
842,Box culvert,N1,A,0.0
846,Bridge start,N1,A,0.0
847,Bridge end,N1,A,0.0
848,Box culvert,N1,A,0.0
851,Box culvert,N1,A,0.0
853,Bridge start,N1,A,0.0
854,Bridge end,N1,C,136.44803773458472
856,Bridge start,N1,C,6527.527064420819
857,Bridge end,N1,A,0.0
858,Box culvert,N1,A,0.0
859,Box culvert,N1,A,0.0
863,Box culvert,N1,B,0.0
865,Bridge start,N1,A,0.0
866,Bridge end,N1,A,0.0
869,Box culvert,N1,A,0.0
870,Box culvert,N1,A,0.0
872,Box culvert,N1,A,0.0
873,Box culvert,N1,A,0.0
875,Box culvert,N1,A,0.0
876,Box culvert,N1,A,0.0
878,Box culvert,N1,C,5174.17761203691
879,Box culvert,N1,A,0.0
881,Box culvert,N1,A,0.0
883,Box Culvert,N1,A,0.0
885,Box Culvert,N1,A,0.0
886,Box Culvert,N1,A,0.0
888,Bridge start,N1,A,0.0
889,Bridge end,N1,A,0.0
890,Bridge start,N1,A,0.0
891,Bridge end,N1,A,0.0
895,Box culvert,N1,A,0.0
896,Box culvert,N1,A,0.0
897,Bridge start,N1,A,0.0
898,Bridge end,N1,A,0.0
899,Box culvert,N1,A,0.0
901,Box culvert,N1,A,0.0
902,Box culvert,N1,A,0.0
904,Box culvert,N1,A,0.0
905,Box culvert,N1,A,0.0
907,Box culvert,N1,A,0.0
909,Box culvert,N1,A,0.0
912,Box culvert,N1,A,0.0
914,Box culvert,N1,A,0.0
915,Box culvert,N1,A,0.0
917,Bridge start,N1,A,0.0
918,Bridge end,N1,A,0.0
919,Box culvert,N1,B,0.0
922,Box culvert,N1,A,0.0
923,Box culvert,N1,A,0.0
926,Box culvert,N1,A,0.0
927,Bridge start,N1,A,0.0
928,Bridge end,N1,A,0.0
930,Box culvert,N1,A,0.0
931,Box culvert,N1,A,0.0
933,Box culvert,N1,A,0.0
934,Box culvert,N1,A,0.0
936,Box culvert,N1,A,0.0
938,Bridge start,N1,A,0.0
939,Bridge end,N1,A,0.0
940,Box culvert,N1,A,0.0
942,Box culvert,N1,A,0.0
943,Box culvert,N1,A,0.0
945,Box culvert,N1,A,0.0
947,Box culvert,N1,A,0.0
948,Box culvert,N1,A,0.0
949,Box culvert,N1,A,0.0
950,Box culvert,N1,A,0.0
952,Box culvert,N1,A,0.0
953,Bridge start,N1,A,0.0
954,Bridge end,N1,A,0.0
956,Box culvert,N1,A,0.0
957,Box culvert,N1,A,0.0
959,Box culvert,N1,A,0.0
960,Bridge start,N1,A,0.0
961,Bridge end,N1,A,0.0
962,Box culvert,N1,A,0.0
964,Box culvert,N1,A,0.0
965,Box culvert,N1,A,0.0
968,Box culvert,N1,C,5277.778880414404
969,Box culvert,N1,C,208.9428929336505
971,Box culvert,N1,C,230.0362171006088
972,Box culvert,N1,C,5910.082215168121
973,Box culvert,N1,C,4447.688116735878
975,Box culvert,N1,A,0.0
976,Box culvert,N1,A,0.0
977,Bridge start,N1,B,0.0
978,Bridge end,N1,B,0.0
979,Box culvert,N1,B,0.0
981,Box culvert,N1,B,0.0
982,Box culvert,N1,A,0.0
983,Box culvert,N1,A,0.0
985,Box culvert,N1,A,0.0
986,Box culvert,N1,D,482.9149622676808
987,Box culvert,N1,D,246.34803927715237
989,Box culvert,N1,A,0.0
990,Box culvert,N1,C,106.41968553486525
991,Bridge start,N1,C,2885.2008872959905
992,Bridge end,N1,C,3989.507592870412
993,Box culvert,N1,C,1030.2495705798055
995,Box culvert,N1,A,0.0
996,Bridge start,N1,C,1064.8609965303156
997,Bridge end,N1,C,3512.782411933675
999,Box culvert,N1,B,0.0
1000,Box culvert,N1,C,5347.302597905673
1001,Box culvert,N1,B,0.0
1002,Box culvert,N1,B,0.0
1003,Box culvert,N1,A,0.0
1004,Box culvert,N1,A,0.0
1005,Box culvert,N1,A,0.0
1007,Box culvert,N1,A,0.0
1008,Box culvert,N1,C,1163.1416909858776
1009,Box culvert,N1,C,4144.225278594698
1010,Box culvert,N1,A,0.0
1011,Box culvert,N1,C,4901.650890390921
1012,Box culvert,N1,C,4030.888974029379
1013,Box culvert,N1,A,0.0
1014,Box culvert,N1,A,0.0
1016,Box culvert,N1,C,3675.98786666383
1017,Box culvert,N1,C,213.5527138890451
1018,Box culvert,N1,A,0.0
1019,Box culvert,N1,A,0.0
1020,Box culvert,N1,B,0.0
1021,Box culvert,N1,B,0.0
1023,Box culvert,N1,C,3406.3097839736843
1024,Box culvert,N1,B,0.0
1025,Box culvert,N1,B,0.0
1026,Box culvert,N1,C,3056.9010109735586
1028,Box culvert,N1,A,0.0
1029,Box culvert,N1,A,0.0
1030,Box culvert,N1,A,0.0
1031,Box culvert,N1,A,0.0
1033,Bridge start,N1,C,3153.3453053335516
1034,Bridge end,N1,C,201.40613537515108
1035,Box culvert,N1,A,0.0
1037,Box culvert,N1,B,0.0
1038,Box culvert,N1,C,5410.027332464632
1040,Khulna Plong Bridge,N1,C,1576.6385350089558
1041,Bridge end,N1,C,171.39800736495408
1043,Bridge start,N1,C,4507.8126570505165
1044,Bridge end,N1,C,101.59508041102269
1045,Box culvert,N1,B,0.0
1047,Bridge start,N1,C,3663.5831189997075
1048,Bridge end,N1,C,2595.623874647929
1050,Bridge start,N1,C,5509.028919194811
1051,Bridge end,N1,B,0.0
1054,Box culvert,N1,C,3547.843032379484
1056,Box culvert,N1,D,223.0764081732016
1057,Bridge start,N1,D,10240.891362166434
1058,Bridge end,N1,D,2545.102994101942
1061,Box culvert,N1,A,0.0
1062,Bridge start,N1,A,0.0
1063,Bridge end,N1,A,0.0
1064,Box culvert,N1,A,0.0
1067,Box culvert,N1,A,0.0
1068,Bridge start,N1,C,1510.645958187537
1069,Bridge end,N1,C,157.61941196233016
1070,Box Culvert,N1,C,3493.4196944781866
1072,Bridge start,N1,C,1481.881075246589
1073,Bridge end,N1,C,166.45946975796736
1074,Bridge start,N1,C,1721.2263313871404
1075,Bridge end,N1,C,183.97452964140226
1077,Bridge start,N1,A,0.0
1078,Bridge end,N1,A,0.0
1079,Box culvert,N1,A,0.0
1080,Box culvert,N1,C,80.8645098906911
1082,Box culvert,N1,C,4343.741951074561
1083,Bridge start,N1,C,4144.928944047419
1084,Bridge end,N1,C,126.59782454030503
1085,Bridge start,N1,C,2605.5082925015604
1086,Bridge end,N1,C,3134.5181589694243
1089,Bridge start,N1,B,0.0
1090,Bridge end,N1,B,0.0
1095,Box culvert,N1,C,207.35156255089603
1096,Box culvert,N1,B,0.0
1098,Box culvert,N1,C,107.87413995007336
1099,Box culvert,N1,A,0.0
1100,Box culvert,N1,A,0.0
1102,Box culvert,N1,A,0.0
1103,Box culvert,N1,A,0.0
1104,Box culvert,N1,A,0.0
1106,Box culvert,N1,A,0.0
1107,Box culvert,N1,A,0.0
1110,Box culvert,N1,A,0.0
1111,Bridge start,N1,A,0.0
1112,Bridge end,N1,A,0.0
1113,Box culvert,N1,A,0.0
1115,Box culvert,N1,D,354.67083513533436
1116,Bridge start,N1,A,0.0
1117,Bridge end,N1,A,0.0
1119,Box culvert,N1,C,148.31498792048114
1121,Box culvert,N1,C,191.03968980325618
1122,Box culvert,N1,A,0.0
1123,Bridge start,N1,A,0.0
1124,Bridge end,N1,B,0.0
1125,Box culvert,N1,A,0.0
1127,Box culvert,N1,B,0.0
1128,Bridge start,N1,A,0.0
1129,Bridge end,N1,A,0.0
1130,Box culvert,N1,C,5123.571613321616
1131,Box Culvert,N1,C,135.5582045263143
1132,Box culvert,N1,A,0.0
1134,Box culvert,N1,C,4559.118339850852
1135,Box culvert,N1,C,107.41378378218923
1136,Box culvert,N1,C,203.03353837801
1137,Box culvert,N1,C,193.6862154359965
1138,Box culvert,N1,C,5002.571561968793
1140,Box culvert,N1,A,0.0
1141,Bridge start,N1,B,0.0
1142,Bridge end,N1,B,0.0
1144,Bridge start,N1,C,6113.468705070591
1145,Bridge end,N1,C,198.9773611829936
1146,Box culvert,N1,A,0.0
1148,Box culvert,N1,C,5871.4330680945095
1149,Box culvert,N1,D,392.7435427779016
1150,Box culvert,N1,C,4876.56924412938
1151,Box culvert,N1,B,0.0
1152,Bridge start,N1,B,0.0
1153,Bridge end,N1,B,0.0
1155,Box culvert,N1,A,0.0
1156,Box culvert,N1,C,246.4942714462937
1157,Bridge start,N1,A,0.0
1158,Bridge end,N1,A,0.0
1159,Box culvert,N1,B,0.0
1161,Box culvert,N1,B,0.0
1162,Box culvert,N1,B,0.0
1164,Box culvert,N1,B,0.0
1165,Box culvert,N1,A,0.0
1166,Box culvert,N1,A,0.0
1167,Box culvert,N1,C,3729.7292214088575
1168,Box culvert,N1,A,0.0
1169,Box culvert,N1,B,0.0
1171,Box culvert,N1,A,0.0
1172,Box culvert,N1,A,0.0
1173,Box culvert,N1,A,0.0
1174,Box culvert,N1,A,0.0
1176,Bridge start,N1,B,0.0
1177,Bridge end,N1,B,0.0
1179,Box culvert,N1,A,0.0
1180,Box culvert,N1,A,0.0
1181,Box culvert,N1,A,0.0
1182,Box culvert,N1,A,0.0
1184,Box culvert,N1,C,3376.365188836097
1185,Box culvert,N1,C,95.82863284938553
1186,Box culvert,N1,A,0.0
1187,Box culvert,N1,A,0.0
1188,Box culvert,N1,A,0.0
1190,Box culvert,N1,A,0.0
1191,Bridge start,N1,A,0.0
1192,Bridge end,N1,A,0.0
1193,Box culvert,N1,A,0.0
1194,Box culvert,N1,A,0.0
1196,Box culvert,N1,A,0.0
1197,Box culvert,N1,A,0.0
1198,Box culvert / Box culvert,N1,A,0.0
1200,Box culvert,N1,A,0.0
1201,Box culvert,N1,A,0.0
1202,Box culvert,N1,A,0.0
1203,Box culvert,N1,C,94.82317645054927
1204,Box culvert,N1,A,0.0
1206,Box culvert,N1,A,0.0
1207,Box culvert,N1,B,0.0
1208,Box culvert,N1,C,133.25903696236787
1209,Box culvert,N1,A,0.0
1211,Box culvert,N1,A,0.0
1212,Box culvert,N1,A,0.0
1213,Box culvert,N1,B,0.0
1214,Bridge start,N1,B,0.0
1215,Bridge end,N1,B,0.0
1217,Box culvert,N1,B,0.0
1218,Bridge start,N1,C,3315.367268337799
1219,Bridge end,N1,C,4837.738039739263
1221,Box culvert,N1,C,3627.673713630291
1222,Box culvert,N1,C,107.41194648231941
1223,Box culvert,N1,C,149.8956450340924
1224,Box culvert,N1,C,4932.596951830559
1226,Box culvert,N1,C,109.79067814752544
1227,Bridge start,N1,A,0.0
1228,Bridge end,N1,A,0.0
1230,Box culvert,N1,B,0.0
1231,Box culvert,N1,A,0.0
1232,Box culvert,N1,A,0.0
1234,Bridge start,N1,A,0.0
1235,Bridge end,N1,A,0.0
1237,Box culvert,N1,A,0.0
1238,Box culvert,N1,A,0.0
1240,Box culvert,N1,B,0.0
1241,Box culvert,N1,B,0.0
1242,Box culvert,N1,B,0.0
1244,Bridge start,N1,C,4481.681612687541
1245,Bridge end,N1,C,208.672256481592
1246,Box culvert,N1,C,2221.9403007454393
1248,Box culvert,N1,C,134.32321147945112
1250,Bridge start,N1,A,0.0
1251,Bridge end,N1,A,0.0
1253,Box culvert,N1,A,0.0
1255,Bridge start,N1,B,0.0
1256,Bridge end,N1,B,0.0
1257,Box culvert,N1,A,0.0
1258,Bridge start,N1,A,0.0
1259,Bridge end,N1,A,0.0
1261,Box culvert,N1,A,0.0
1262,Box culvert,N1,A,0.0
1263,Box culvert,N1,A,0.0
1264,Box culvert,N1,A,0.0
1265,Box culvert,N1,A,0.0
1267,Box culvert,N1,A,0.0
1268,Bridge start,N1,A,0.0
1269,Bridge end,N1,A,0.0
1270,Box culvert,N1,A,0.0
1272,Box culvert,N1,C,141.10606707633787
1273,Bridge start,N1,B,0.0
1274,Bridge end,N1,B,0.0
1276,Box culvert,N1,B,0.0
1277,Box culvert,N1,A,0.0
1278,Box culvert,N1,A,0.0
1279,Box culvert,N1,A,0.0
1280,Bridge start,N1,A,0.0
1281,Bridge end,N1,A,0.0
1283,Bridge start,N1,D,7782.193947606713
1284,Bridge end,N1,D,376.8463238684205
1285,Bridge start,N1,A,0.0
1286,Bridge end,N1,A,0.0
1287,Box Culvert,N1,A,0.0
1289,Box Culvert,N1,A,0.0
1290,Bridge start,N1,B,0.0
1291,Bridge end,N1,B,0.0
1292,Box Culvert,N1,A,0.0
1293,Box culvert,N1,A,0.0
1294,Box Culvert,N1,A,0.0
1296,Bridge start,N1,A,0.0
1297,Bridge end,N1,A,0.0
1298,Box Culvert,N1,A,0.0
